"Duration","Start.date","End.date","Start.Station","End.Station","Bike.","Bike.Key"
"0h 20m 20s","4/6/2012 20:03","4/6/2012 20:23","1st & M St NE","11th & Kenyon St NW","W00137","Registered"
"0h 13m 28s","5/15/2012 7:29","5/15/2012 7:42","Columbus Circle / Union Station","L'Enfant Plaza / 7th & C St SW","W00970","Registered"
"0h 4m 19s","6/29/2012 8:51","6/29/2012 8:56","Thomas Circle","13th St & New York Ave NW","W20166","Registered"
"0h 21m 1s","5/26/2012 11:23","5/26/2012 11:44","Thomas Circle","Lamont & Mt Pleasant NW","W00906","Registered"
"0h 6m 57s","5/22/2012 8:59","5/22/2012 9:06","4th & D St NW / Judiciary Square","4th & E St SW","W00819","Registered"
"0h 40m 26s","6/24/2012 18:00","6/24/2012 18:40","Jefferson Dr & 14th St SW","Jefferson Dr & 14th St SW","W00739","Casual"
"0h 16m 58s","6/15/2012 9:46","6/15/2012 10:02","Eckington Pl & Q St NE","20th & O St NW / Dupont South","W00326","Registered"
"0h 8m 19s","5/7/2012 8:41","5/7/2012 8:50","California St & Florida Ave NW","Thomas Circle","W01299","Registered"
"0h 13m 10s","6/28/2012 21:23","6/28/2012 21:36","14th & D St NW / Ronald Reagan Building","7th & R St NW / Shaw Library","W01085","Registered"
"0h 50m 29s","4/13/2012 14:34","4/13/2012 15:24","14th & Rhode Island Ave NW","Maryland & Independence Ave SW","W20063","Casual"
"0h 6m 49s","4/4/2012 20:13","4/4/2012 20:20","15th & P St NW","18th & M St NW","W01435","Registered"
"0h 4m 59s","4/10/2012 20:15","4/10/2012 20:20","Georgia & New Hampshire Ave NW","9th & Upshur St NW","W00748","Casual"
"0h 8m 37s","6/21/2012 18:26","6/21/2012 18:35","Florida Ave & R St NW","17th & Corcoran St NW","W00127","Registered"
"0h 15m 33s","5/6/2012 18:43","5/6/2012 18:58","Georgia & New Hampshire Ave NW","7th & F St NW / National Portrait Gallery","W00754","Registered"
"0h 12m 52s","5/26/2012 21:20","5/26/2012 21:33","7th & F St NW / National Portrait Gallery","10th & U St NW","W01321","Registered"
"0h 3m 10s","6/7/2012 19:00","6/7/2012 19:03","1st & M St NE","1st & M St NE","W00628","Registered"
"0h 26m 12s","6/6/2012 21:12","6/6/2012 21:38","14th & Harvard St NW","M St & New Jersey Ave SE","W00077","Registered"
"0h 6m 33s","5/2/2012 17:17","5/2/2012 17:24","Columbus Circle / Union Station","11th & H St NE","W01152","Registered"
"0h 4m 6s","5/20/2012 10:04","5/20/2012 10:08","17th & Corcoran St NW","14th & R St NW","W01315","Registered"
"0h 3m 50s","4/18/2012 18:00","4/18/2012 18:04","14th & D St NW / Ronald Reagan Building","McPherson Square - 14th & H St NW","W00268","Registered"
"0h 9m 7s","5/25/2012 13:47","5/25/2012 13:56","17th & K St NW [formerly 17th & L St NW]","14th & R St NW","W20150","Registered"
"0h 7m 25s","5/3/2012 11:33","5/3/2012 11:40","17th & K St NW [formerly 17th & L St NW]","14th & G St NW","W00270","Registered"
"0h 4m 41s","5/18/2012 18:14","5/18/2012 18:19","18th & Bell St","27th & Crystal Dr","W00759","Registered"
"0h 18m 12s","5/10/2012 8:44","5/10/2012 9:03","L'Enfant Plaza / 7th & C St SW","10th & U St NW","W00028","Registered"
"0h 11m 25s","6/11/2012 18:13","6/11/2012 18:24","US Dept of State / Virginia Ave & 21st St NW","Thomas Circle","W01445","Registered"
"0h 19m 16s","5/2/2012 18:59","5/2/2012 19:18","Massachusetts Ave & Dupont Circle NW","Idaho Ave & Newark St NW [on 2nd District patio]","W00265","Registered"
"0h 16m 27s","6/5/2012 20:03","6/5/2012 20:20","18th St & Pennsylvania Ave NW","4th & East Capitol St NE","W20023","Registered"
"0h 5m 58s","4/16/2012 9:16","4/16/2012 9:22","15th & P St NW","Thomas Circle","W00916","Registered"
"0h 16m 59s","6/8/2012 14:18","6/8/2012 14:35","25th St & Pennsylvania Ave NW","20th & E St NW","W01440","Registered"
"0h 12m 7s","5/13/2012 12:13","5/13/2012 12:25","5th St & K St NW","California St & Florida Ave NW","W00492","Registered"
"0h 9m 22s","5/12/2012 18:22","5/12/2012 18:31","N Randolph St & Fairfax Dr","Clarendon Blvd & N Fillmore St","W00819","Registered"
"0h 4m 18s","5/29/2012 14:42","5/29/2012 14:46","23rd & Crystal Dr","27th & Crystal Dr","W01305","Casual"
"0h 6m 12s","4/17/2012 18:41","4/17/2012 18:47","Eastern Market Metro / Pennsylvania Ave & 7th St SE","13th & D St NE","W00718","Registered"
"0h 11m 12s","6/6/2012 18:21","6/6/2012 18:33","19th & East Capitol St SE","3rd & G St SE","W00783","Registered"
"0h 3m 47s","6/27/2012 13:20","6/27/2012 13:24","37th & O St NW / Georgetown University","C & O Canal & Wisconsin Ave NW","W01379","Casual"
"0h 8m 0s","5/24/2012 15:46","5/24/2012 15:54","Massachusetts Ave & Dupont Circle NW","Georgetown Harbor / 30th St NW","W20048","Casual"
"0h 11m 49s","5/25/2012 18:22","5/25/2012 18:34","5th St & K St NW","15th & P St NW","W01305","Registered"
"0h 9m 34s","6/19/2012 18:25","6/19/2012 18:34","17th & K St NW [formerly 17th & L St NW]","7th & R St NW / Shaw Library","W01003","Registered"
"0h 10m 51s","6/15/2012 9:19","6/15/2012 9:30","13th St & New York Ave NW","North Capitol St & F St NW","w00583","Registered"
"0h 11m 48s","4/13/2012 20:49","4/13/2012 21:01","10th & U St NW","20th & O St NW / Dupont South","W01251","Registered"
"0h 5m 39s","5/16/2012 22:59","5/16/2012 23:05","15th & P St NW","17th & Corcoran St NW","W20136","Registered"
"0h 7m 12s","6/16/2012 20:55","6/16/2012 21:03","Park Rd & Holmead Pl NW","New Hampshire Ave & T St NW [formerly 16th & U St NW]","W00854","Registered"
"0h 6m 9s","5/17/2012 12:01","5/17/2012 12:07","Massachusetts Ave & Dupont Circle NW","15th & P St NW","W00834","Casual"
"0h 8m 34s","4/10/2012 8:16","4/10/2012 8:25","15th & P St NW","20th St & Florida Ave NW","W00726","Registered"
"0h 6m 5s","5/19/2012 17:41","5/19/2012 17:47","12th & Hayes St","15th & Crystal Dr","W00944","Registered"
"0h 6m 8s","4/24/2012 8:48","4/24/2012 8:54","Tenleytown / Wisconsin Ave & Albemarle St NW","Van Ness Metro / UDC","W01021","Registered"
"0h 10m 5s","5/31/2012 21:34","5/31/2012 21:44","14th & R St NW","Massachusetts Ave & Dupont Circle NW","W00733","Registered"
"0h 5m 50s","5/1/2012 18:40","5/1/2012 18:46","New Hampshire Ave & T St NW [formerly 16th & U St NW]","17th & Corcoran St NW","W00197","Registered"
"0h 10m 5s","4/19/2012 17:14","4/19/2012 17:24","Columbus Circle / Union Station","13th & D St NE","W00077","Registered"
"0h 7m 3s","6/11/2012 13:53","6/11/2012 14:00","Metro Center / 12th & G St NW","14th & Rhode Island Ave NW","W00434","Registered"
"0h 5m 43s","4/25/2012 23:20","4/25/2012 23:26","15th & P St NW","20th St & Florida Ave NW","W00983","Registered"
"0h 3m 31s","4/7/2012 18:28","4/7/2012 18:31","7th & T St NW","1st & Rhode Island Ave NW","W01467","Casual"
"0h 11m 37s","6/7/2012 17:16","6/7/2012 17:28","17th & Corcoran St NW","Jefferson Dr & 14th St SW","W00787","Registered"
"0h 22m 13s","6/2/2012 20:24","6/2/2012 20:46","C & O Canal & Wisconsin Ave NW","19th St & Constitution Ave NW","W01190","Casual"
"0h 12m 28s","5/12/2012 13:46","5/12/2012 13:58","M St & New Jersey Ave SE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00748","Casual"
"0h 10m 45s","4/14/2012 18:00","4/14/2012 18:10","C & O Canal & Wisconsin Ave NW","20th & E St NW","W01278","Registered"
"0h 20m 4s","6/17/2012 16:47","6/17/2012 17:07","D St & Maryland Ave NE","Jefferson Dr & 14th St SW","W00264","Registered"
"0h 9m 2s","4/12/2012 17:32","4/12/2012 17:41","14th & G St NW","14th & V St NW","W00154","Registered"
"0h 19m 27s","6/14/2012 16:44","6/14/2012 17:03","Lynn & 19th St North","Central Library / N Quincy St & 10th St N","W20100","Registered"
"1h 2m 54s","6/25/2012 11:59","6/25/2012 13:02","Smithsonian / Jefferson Dr & 12th St SW","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W00245","Casual"
"0h 9m 26s","4/7/2012 12:09","4/7/2012 12:19","15th St & Massachusetts Ave SE","13th & H St NE","W00668","Registered"
"0h 52m 29s","4/29/2012 19:21","4/29/2012 20:13","Harvard St & Adams Mill Rd NW","Georgetown Harbor / 30th St NW","W01252","Casual"
"0h 2m 44s","6/29/2012 9:37","6/29/2012 9:39","Eastern Market / 7th & North Carolina Ave SE","4th & East Capitol St NE","W01000","Registered"
"0h 2m 43s","5/21/2012 19:57","5/21/2012 20:00","Adams Mill & Columbia Rd NW","Harvard St & Adams Mill Rd NW","W00520","Registered"
"0h 13m 22s","6/2/2012 13:30","6/2/2012 13:43","13th & H St NE","4th St & Massachusetts Ave NW","W01304","Registered"
"0h 25m 8s","6/14/2012 22:17","6/14/2012 22:42","Massachusetts Ave & Dupont Circle NW","10th & Monroe St NE","W01087","Registered"
"0h 12m 13s","5/31/2012 21:22","5/31/2012 21:34","4th & M St SW","3rd & D St SE","W01317","Registered"
"0h 4m 45s","4/14/2012 21:53","4/14/2012 21:58","Columbus Circle / Union Station","11th & H St NE","W00038","Registered"
"0h 13m 22s","6/2/2012 12:35","6/2/2012 12:48","21st & I St NW","Lynn & 19th St North","W01203","Registered"
"0h 13m 52s","4/26/2012 5:40","4/26/2012 5:54","7th & R St NW / Shaw Library","20th St & Florida Ave NW","W00740","Registered"
"0h 7m 43s","5/3/2012 20:45","5/3/2012 20:52","15th & P St NW","21st & M St NW","W01211","Registered"
"0h 6m 35s","5/22/2012 11:57","5/22/2012 12:04","Potomac & Pennsylvania Ave SE","Lincoln Park / 13th & East Capitol St NE ","W00885","Registered"
"0h 5m 14s","5/16/2012 8:59","5/16/2012 9:05","Benning Branch Library","Benning Rd & East Capitol St NE / Benning Rd Metro","W00617","Registered"
"0h 11m 58s","5/30/2012 8:09","5/30/2012 8:21","15th & P St NW","19th & E Street NW","W01304","Registered"
"0h 8m 54s","6/19/2012 17:27","6/19/2012 17:36","L'Enfant Plaza / 7th & C St SW","5th St & K St NW","W01152","Registered"
"0h 16m 13s","5/16/2012 16:02","5/16/2012 16:18","3000 Connecticut Ave NW / National Zoo","Park Rd & Holmead Pl NW","W00757","Casual"
"0h 2m 13s","6/11/2012 17:02","6/11/2012 17:04","Adams Mill & Columbia Rd NW","Calvert St & Woodley Pl NW","W20017","Registered"
"0h 15m 34s","5/30/2012 18:57","5/30/2012 19:13","18th St & Pennsylvania Ave NW","10th & U St NW","W00405","Registered"
"0h 7m 57s","4/8/2012 23:20","4/8/2012 23:28","21st & I St NW","17th & Corcoran St NW","W00162","Registered"
"0h 11m 43s","4/1/2012 13:10","4/1/2012 13:22","18th & M St NW","C & O Canal & Wisconsin Ave NW","W01270","Registered"
"0h 20m 41s","6/4/2012 18:01","6/4/2012 18:22","Tenleytown / Wisconsin Ave & Albemarle St NW","Connecticut Ave & Newark St NW / Cleveland Park","W00635","Registered"
"0h 8m 59s","5/25/2012 0:37","5/25/2012 0:46","14th & V St NW","Lamont & Mt Pleasant NW","W00162","Registered"
"0h 5m 29s","5/2/2012 8:53","5/2/2012 8:58","14th & Rhode Island Ave NW","Metro Center / 12th & G St NW","W20051","Registered"
"0h 2m 49s","6/19/2012 8:06","6/19/2012 8:09","21st & I St NW","20th & E St NW","W00738","Registered"
"0h 15m 35s","5/7/2012 8:09","5/7/2012 8:24","Park Rd & Holmead Pl NW","20th & E St NW","W01264","Registered"
"0h 10m 5s","4/5/2012 9:22","4/5/2012 9:32","7th & F St NW / National Portrait Gallery","Metro Center / 12th & G St NW","W01275","Casual"
"0h 11m 57s","4/11/2012 17:50","4/11/2012 18:02","18th St & Pennsylvania Ave NW","14th & V St NW","W00028","Registered"
"0h 12m 53s","6/4/2012 20:17","6/4/2012 20:29","Eastern Market / 7th & North Carolina Ave SE","4th & M St SW","W01326","Registered"
"0h 6m 0s","6/10/2012 16:25","6/10/2012 16:31","14th & Rhode Island Ave NW","14th & V St NW","W01163","Registered"
"0h 0m 13s","5/27/2012 16:21","5/27/2012 16:21","4th & M St SW","4th & M St SW","W00042","Registered"
"0h 20m 56s","6/3/2012 19:14","6/3/2012 19:35","4th St & Massachusetts Ave NW","14th St & Spring Rd NW","W00028","Registered"
"0h 12m 49s","4/8/2012 11:04","4/8/2012 11:17","Convention Center / 7th & M St NW","California St & Florida Ave NW","W01314","Registered"
"0h 10m 5s","4/16/2012 10:04","4/16/2012 10:14","Tenleytown / Wisconsin Ave & Albemarle St NW","Ward Circle / American University","W00150","Registered"
"0h 4m 16s","6/14/2012 7:56","6/14/2012 8:00","Florida Ave & R St NW","7th & R St NW / Shaw Library","W01319","Registered"
"0h 8m 52s","6/25/2012 15:46","6/25/2012 15:55","17th & K St NW / Farragut Square","Convention Center / 7th & M St NW","W01022","Registered"
"0h 5m 28s","5/24/2012 21:02","5/24/2012 21:07","Lincoln Park / 13th & East Capitol St NE ","Columbus Circle / Union Station","W00106","Registered"
"0h 8m 33s","4/11/2012 7:35","4/11/2012 7:43","Adams Mill & Columbia Rd NW","18th St & Pennsylvania Ave NW","W20089","Registered"
"0h 6m 0s","5/1/2012 5:53","5/1/2012 5:59","13th & H St NE","Columbus Circle / Union Station","W20029","Registered"
"0h 9m 27s","4/19/2012 17:14","4/19/2012 17:24","17th & K St NW / Farragut Square","14th & D St NW / Ronald Reagan Building","W01416","Registered"
"0h 13m 38s","5/12/2012 16:21","5/12/2012 16:35","8th & H St NW","14th & V St NW","W00551","Registered"
"0h 15m 27s","4/6/2012 18:43","4/6/2012 18:58","14th & D St NW / Ronald Reagan Building","Smithsonian / Jefferson Dr & 12th St SW","W00817","Registered"
"0h 11m 16s","5/23/2012 20:20","5/23/2012 20:31","8th & Eye St SE / Barracks Row","13th & D St NE","W20049","Registered"
"0h 8m 54s","5/1/2012 18:10","5/1/2012 18:18","C & O Canal & Wisconsin Ave NW","Massachusetts Ave & Dupont Circle NW","W20146","Registered"
"0h 14m 13s","4/15/2012 10:16","4/15/2012 10:30","Adams Mill & Columbia Rd NW","M St & Pennsylvania Ave NW","W00566","Registered"
"0h 11m 38s","5/2/2012 15:13","5/2/2012 15:25","27th & Crystal Dr","15th & Crystal Dr","W00137","Casual"
"0h 19m 9s","6/20/2012 8:46","6/20/2012 9:05","5th & F St NW","21st & I St NW","W00790","Registered"
"0h 24m 2s","4/7/2012 15:21","4/7/2012 15:45","19th St & Constitution Ave NW","7th & F St NW / National Portrait Gallery","W00455","Casual"
"0h 24m 49s","6/15/2012 15:37","6/15/2012 16:02","Park Rd & Holmead Pl NW","4th & D St NW / Judiciary Square","W20141","Registered"
"0h 19m 27s","4/30/2012 19:31","4/30/2012 19:50","C & O Canal & Wisconsin Ave NW","10th & U St NW","W00871","Registered"
"0h 5m 7s","4/20/2012 18:13","4/20/2012 18:18","4th St & Massachusetts Ave NW","13th St & New York Ave NW","W00581","Registered"
"0h 29m 45s","5/2/2012 12:51","5/2/2012 13:21","Lynn & 19th St North","23rd & Crystal Dr","W01183","Registered"
"0h 5m 53s","4/7/2012 19:08","4/7/2012 19:14","19th St & Constitution Ave NW","10th St & Constitution Ave NW","W00892","Casual"
"0h 2m 17s","4/9/2012 10:30","4/9/2012 10:32","4th St & Massachusetts Ave NW","North Capitol St & F St NW","W01259","Registered"
"0h 13m 22s","5/25/2012 20:24","5/25/2012 20:37","25th St & Pennsylvania Ave NW","New Hampshire Ave & T St NW [formerly 16th & U St NW]","W01354","Registered"
"0h 7m 8s","4/13/2012 17:12","4/13/2012 17:20","Columbia Rd & Belmont St NW","Lamont & Mt Pleasant NW","W00568","Registered"
"0h 16m 10s","6/9/2012 21:30","6/9/2012 21:46","Columbus Circle / Union Station","Lincoln Park / 13th & East Capitol St NE ","W01463","Registered"
"0h 5m 38s","5/22/2012 8:45","5/22/2012 8:51","20th St & Florida Ave NW","21st & M St NW","W01173","Registered"
"0h 52m 47s","6/23/2012 21:45","6/23/2012 22:38","17th & K St NW [formerly 17th & L St NW]","17th & K St NW [formerly 17th & L St NW]","W00416","Casual"
"0h 21m 50s","6/7/2012 9:45","6/7/2012 10:07","11th & Kenyon St NW","Georgetown Harbor / 30th St NW","W20149","Registered"
"0h 8m 56s","4/1/2012 19:06","4/1/2012 19:15","Georgia Ave and Fairmont St NW","14th & R St NW","W00293","Registered"
"0h 6m 11s","4/27/2012 15:47","4/27/2012 15:53","21st & M St NW","Georgetown Harbor / 30th St NW","W01106","Registered"
"0h 5m 30s","6/10/2012 14:46","6/10/2012 14:51","L'Enfant Plaza / 7th & C St SW","10th St & Constitution Ave NW","W00909","Registered"
"0h 25m 17s","6/15/2012 18:37","6/15/2012 19:02","15th & P St NW","17th & Corcoran St NW","W01340","Casual"
"0h 47m 18s","5/6/2012 14:09","5/6/2012 14:57","20th & E St NW","Eastern Market / 7th & North Carolina Ave SE","W00149","Casual"
"0h 28m 24s","6/3/2012 12:38","6/3/2012 13:06","20th & Crystal Dr","15th & Crystal Dr","W00079","Casual"
"0h 14m 37s","6/23/2012 17:05","6/23/2012 17:20","5th St & K St NW","D St & Maryland Ave NE","W01062","Casual"
"0h 5m 2s","4/24/2012 13:34","4/24/2012 13:39","3rd & D St SE","Potomac & Pennsylvania Ave SE","W00507","Registered"
"0h 7m 39s","4/17/2012 8:19","4/17/2012 8:27","Lamont & Mt Pleasant NW","20th St & Florida Ave NW","W00829","Registered"
"0h 3m 5s","5/24/2012 13:57","5/24/2012 14:00","3rd & D St SE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W20099","Registered"
"0h 7m 11s","5/12/2012 21:09","5/12/2012 21:17","Eastern Market / 7th & North Carolina Ave SE","Columbus Circle / Union Station","W00601","Registered"
"0h 20m 11s","6/19/2012 17:40","6/19/2012 18:00","Tenleytown / Wisconsin Ave & Albemarle St NW","Adams Mill & Columbia Rd NW","W00663","Registered"
"0h 13m 47s","6/5/2012 12:49","6/5/2012 13:02","Georgetown Harbor / 30th St NW","18th & M St NW","W01393","Registered"
"0h 20m 31s","5/2/2012 8:23","5/2/2012 8:43","1st & Rhode Island Ave NW","14th & G St NW","W00208","Registered"
"1h 15m 9s","4/20/2012 14:40","4/20/2012 15:55","14th & D St NW / Ronald Reagan Building","6th & H St NE","W00173","Casual"
"0h 6m 13s","6/19/2012 21:34","6/19/2012 21:40","7th & R St NW / Shaw Library","14th & V St NW","W00425","Registered"
"0h 8m 55s","4/10/2012 12:45","4/10/2012 12:54","7th & F St NW / National Portrait Gallery","1st & M St NE","W00393","Registered"
"0h 14m 11s","5/16/2012 17:51","5/16/2012 18:06","14th & G St NW","16th & Harvard St NW","W00501","Registered"
"0h 10m 46s","5/8/2012 17:14","5/8/2012 17:24","North Capitol St & F St NW","Jefferson Dr & 14th St SW","W00805","Registered"
"0h 16m 3s","6/6/2012 19:57","6/6/2012 20:13","Metro Center / 12th & G St NW","4th & M St SW","W00324","Registered"
"0h 12m 56s","4/10/2012 13:31","4/10/2012 13:44","Idaho Ave & Newark St NW [on 2nd District patio]","Massachusetts Ave & Dupont Circle NW","W00523","Registered"
"0h 34m 5s","6/18/2012 18:28","6/18/2012 19:02","14th & G St NW","39th & Calvert St NW / Stoddert","W00364","Registered"
"0h 15m 1s","6/13/2012 14:38","6/13/2012 14:53","L'Enfant Plaza / 7th & C St SW","USDA / 12th & Independence Ave SW","W00905","Registered"
"0h 3m 13s","4/18/2012 15:40","4/18/2012 15:43","21st & I St NW","20th & E St NW","W00429","Registered"
"0h 10m 27s","6/29/2012 16:00","6/29/2012 16:10","4th & E St SW","3rd & G St SE","W01112","Registered"
"0h 1m 41s","4/21/2012 17:08","4/21/2012 17:10","Maryland & Independence Ave SW","L'Enfant Plaza / 7th & C St SW","W00989","Casual"
"0h 54m 56s","6/15/2012 16:35","6/15/2012 17:30","Maryland & Independence Ave SW","N Rhodes & 16th St N","W01233","Casual"
"0h 21m 43s","6/22/2012 8:04","6/22/2012 8:25","Adams Mill & Columbia Rd NW","1st & M St NE","W00491","Casual"
"0h 10m 1s","5/21/2012 21:51","5/21/2012 22:01","14th & R St NW","8th & H St NW","W01286","Registered"
"0h 42m 29s","4/6/2012 19:00","4/6/2012 19:43","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W00930","Casual"
"0h 6m 38s","5/21/2012 17:13","5/21/2012 17:19","12th & Army Navy Dr","S Joyce & Army Navy Dr","W00336","Registered"
"0h 3m 35s","6/28/2012 18:07","6/28/2012 18:11","20th & E St NW","19th & L St NW","W01230","Registered"
"0h 14m 3s","6/16/2012 11:51","6/16/2012 12:05","21st & I St NW","17th & Rhode Island Ave NW","W00981","Registered"
"0h 8m 47s","5/31/2012 13:48","5/31/2012 13:57","1st & M St NE","13th & H St NE","W20015","Registered"
"0h 17m 22s","5/13/2012 2:04","5/13/2012 2:22","10th & U St NW","Lamont & Mt Pleasant NW","W00613","Registered"
"0h 20m 53s","6/14/2012 21:40","6/14/2012 22:01","Jefferson Memorial","18th & Bell St","W00439","Registered"
"0h 15m 53s","4/1/2012 19:46","4/1/2012 20:02","13th & H St NE","10th & U St NW","W01052","Casual"
"0h 18m 56s","4/4/2012 11:25","4/4/2012 11:44","Eckington Pl & Q St NE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W01124","Registered"
"5h 25m 9s","6/2/2012 15:29","6/2/2012 20:54","Massachusetts Ave & Dupont Circle NW","Massachusetts Ave & Dupont Circle NW","W01002","Casual"
"0h 22m 34s","6/23/2012 21:10","6/23/2012 21:32","M St & Pennsylvania Ave NW","17th & Corcoran St NW","W20082","Casual"
"0h 3m 13s","6/14/2012 12:56","6/14/2012 12:59","4th St & Massachusetts Ave NW","5th St & K St NW","W00142","Registered"
"0h 6m 2s","6/22/2012 2:22","6/22/2012 2:29","Adams Mill & Columbia Rd NW","Calvert St & Woodley Pl NW","W00580","Registered"
"2h 35m 26s","5/27/2012 11:46","5/27/2012 14:22","USDA / 12th & Independence Ave SW","L'Enfant Plaza / 7th & C St SW","W00128","Casual"
"0h 34m 35s","4/10/2012 15:38","4/10/2012 16:13","8th & Eye St SE / Barracks Row","Massachusetts Ave & Dupont Circle NW","W00348","Registered"
"0h 7m 56s","5/22/2012 20:27","5/22/2012 20:35","Adams Mill & Columbia Rd NW","15th & P St NW","W00882","Registered"
"0h 18m 8s","6/5/2012 22:32","6/5/2012 22:50","1st & N ST SE","11th & H St NE","W01138","Casual"
"0h 4m 4s","6/16/2012 19:08","6/16/2012 19:13","Lamont & Mt Pleasant NW","14th & Harvard St NW","W00498","Registered"
"0h 21m 58s","6/25/2012 19:10","6/25/2012 19:32","Columbia Rd & Belmont St NW","Florida Ave & R St NW","W00359","Registered"
"0h 13m 4s","4/24/2012 10:29","4/24/2012 10:42","19th & E Street NW","14th & Rhode Island Ave NW","W00369","Registered"
"0h 10m 24s","5/6/2012 12:15","5/6/2012 12:25","20th & E St NW","7th & F St NW / National Portrait Gallery","W00415","Registered"
"0h 7m 48s","6/18/2012 9:04","6/18/2012 9:12","20th & E St NW","25th St & Pennsylvania Ave NW","W00652","Registered"
"0h 3m 13s","4/14/2012 8:38","4/14/2012 8:41","Calvert St & Woodley Pl NW","Adams Mill & Columbia Rd NW","W01254","Registered"
"0h 16m 41s","5/7/2012 21:01","5/7/2012 21:18","Georgia & New Hampshire Ave NW","7th & F St NW / National Portrait Gallery","W00556","Registered"
"0h 23m 6s","6/4/2012 10:17","6/4/2012 10:40","Convention Center / 7th & M St NW","Massachusetts Ave & Dupont Circle NW","W20163","Registered"
"0h 21m 49s","5/13/2012 16:55","5/13/2012 17:17","4th & M St SW","14th & R St NW","W20006","Registered"
"0h 13m 22s","4/5/2012 7:38","4/5/2012 7:51","Georgia & New Hampshire Ave NW","17th & Rhode Island Ave NW","W00645","Registered"
"0h 21m 2s","5/27/2012 13:47","5/27/2012 14:09","North Capitol St & F St NW","Jefferson Dr & 14th St SW","W00458","Casual"
"0h 3m 8s","6/9/2012 11:06","6/9/2012 11:09","California St & Florida Ave NW","17th & Corcoran St NW","W00724","Registered"
"0h 11m 57s","4/27/2012 18:16","4/27/2012 18:28","20th & E St NW","Thomas Circle","W01062","Registered"
"0h 13m 51s","4/13/2012 6:58","4/13/2012 7:12","California St & Florida Ave NW","US Dept of State / Virginia Ave & 21st St NW","W00843","Registered"
"0h 4m 27s","5/4/2012 8:10","5/4/2012 8:15","17th & Corcoran St NW","17th & K St NW [formerly 17th & L St NW]","W01484","Registered"
"0h 15m 30s","6/14/2012 15:23","6/14/2012 15:39","37th & O St NW / Georgetown University","17th & Rhode Island Ave NW","W00834","Registered"
"0h 11m 59s","4/10/2012 18:06","4/10/2012 18:18","5th St & K St NW","14th & R St NW","W00953","Registered"
"0h 17m 50s","6/8/2012 17:18","6/8/2012 17:36","Metro Center / 12th & G St NW","10th St & Constitution Ave NW","W00738","Registered"
"0h 19m 41s","5/9/2012 17:22","5/9/2012 17:42","Kennedy Center","39th & Calvert St NW / Stoddert","W00822","Registered"
"0h 12m 55s","6/13/2012 21:33","6/13/2012 21:45","14th & V St NW","Park Rd & Holmead Pl NW","W00905","Registered"
"0h 27m 48s","6/24/2012 1:18","6/24/2012 1:45","Massachusetts Ave & Dupont Circle NW","Jefferson Dr & 14th St SW","W20134","Casual"
"0h 14m 57s","5/19/2012 13:55","5/19/2012 14:10","3rd & D St SE","14th & D St NW / Ronald Reagan Building","W00391","Casual"
"0h 27m 11s","4/12/2012 15:12","4/12/2012 15:40","John McCormack Dr & Michigan Ave NE","8th & Eye St SE / Barracks Row","W00862","Registered"
"0h 4m 57s","5/10/2012 16:04","5/10/2012 16:09","4th & East Capitol St NE","Lincoln Park / 13th & East Capitol St NE ","W00981","Registered"
"0h 53m 29s","4/28/2012 11:56","4/28/2012 12:50","20th & O St NW / Dupont South","3000 Connecticut Ave NW / National Zoo","W01290","Casual"
"0h 16m 45s","4/18/2012 20:45","4/18/2012 21:01","19th St & Pennsylvania Ave NW","Connecticut Ave & Newark St NW / Cleveland Park","W00575","Registered"
"0h 24m 17s","4/24/2012 9:27","4/24/2012 9:51","20th St & Florida Ave NW","21st & I St NW","W01439","Registered"
"0h 33m 17s","6/25/2012 19:20","6/25/2012 19:53","21st & I St NW","US Dept of State / Virginia Ave & 21st St NW","W00432","Casual"
"0h 7m 19s","4/27/2012 19:20","4/27/2012 19:27","17th & Corcoran St NW","20th St & Florida Ave NW","W20048","Registered"
"0h 9m 21s","6/2/2012 18:54","6/2/2012 19:03","18th & Bell St","S Glebe & Potomac Ave","W00488","Registered"
"0h 11m 16s","5/9/2012 12:25","5/9/2012 12:37","Eastern Market Metro / Pennsylvania Ave & 7th St SE","Columbus Circle / Union Station","W00786","Registered"
"0h 10m 35s","4/2/2012 18:23","4/2/2012 18:34","California St & Florida Ave NW","11th & Kenyon St NW","W01416","Registered"
"0h 24m 40s","4/7/2012 16:21","4/7/2012 16:46","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","14th & Rhode Island Ave NW","W01317","Casual"
"0h 9m 19s","4/15/2012 1:02","4/15/2012 1:11","Metro Center / 12th & G St NW","20th & E St NW","W00389","Registered"
"0h 13m 46s","5/3/2012 8:38","5/3/2012 8:52","Calvert St & Woodley Pl NW","Georgetown Harbor / 30th St NW","W00346","Registered"
"0h 11m 39s","5/25/2012 16:18","5/25/2012 16:30","3rd & D St SE","11th & H St NE","W00191","Registered"
"0h 12m 46s","6/26/2012 13:03","6/26/2012 13:16","Eastern Market Metro / Pennsylvania Ave & 7th St SE","11th & H St NE","W00209","Registered"
