"Duration","Start.date","End.date","Start.station","End.station","Bike.","Member.Type"
"0h 14min. 35sec.","11/6/2010 16:25","11/6/2010 16:40","Harvard St & Adams Mill Rd NW (31112)","Adams Mill & Columbia Rd NW (31104)","W00344","Registered"
"0h 7min. 51sec.","12/29/2010 7:24","12/29/2010 7:32","Columbus Circle / Union Station (31623)","L'Enfant Plaza / 7th & C St SW (31218)","W00579","Registered"
"0h 14min. 18sec.","11/22/2010 8:41","11/22/2010 8:55","Georgia & New Hampshire Ave NW (31400)","20th St & Florida Ave NW (31110)","W00558","Registered"
"0h 7min. 22sec.","11/5/2010 14:21","11/5/2010 14:29","17th & Corcoran St NW (31214)","Adams Mill & Columbia Rd NW (31104)","W00877","Registered"
"0h 6min. 35sec.","11/11/2010 18:52","11/11/2010 18:58","25th St & Pennsylvania Ave NW (31237)","20th & E St NW (31204)","W00621","Registered"
"0h 22min. 47sec.","12/9/2010 8:16","12/9/2010 8:39","Lamont & Mt Pleasant NW (31107)","10th St & Constitution Ave NW (31219)","W00089","Registered"
"0h 13min. 18sec.","10/30/2010 20:56","10/30/2010 21:09","18th & M St NW (31221)","19th St & Constitution Ave NW (31235)","W00977","Casual"
"0h 15min. 11sec.","10/22/2010 13:36","10/22/2010 13:51","Massachusetts Ave & Dupont Circle NW (31200)","Florida Ave & R St NW (31503)","W00192","Registered"
"0h 10min. 26sec.","10/29/2010 19:57","10/29/2010 20:08","McPherson Square - 14th & H St NW (31216)","14th & V St NW (31101)","W00255","Registered"
"0h 5min. 15sec.","11/22/2010 17:21","11/22/2010 17:26","20th & E St NW (31204)","17th & K St NW [formerly 17th & L St NW] (31213)","W00830","Registered"
"0h 10min. 53sec.","11/22/2010 14:35","11/22/2010 14:46","21st & I St NW (31205)","10th St & Constitution Ave NW (31219)","W00226","Registered"
"0h 6min. 40sec.","11/30/2010 13:48","11/30/2010 13:54","14th & V St NW (31101)","Massachusetts Ave & Dupont Circle NW (31200)","W00138","Registered"
"0h 17min. 29sec.","10/8/2010 7:26","10/8/2010 7:44","4th & Adams St NE (31500)","Florida Ave & R St NW (31503)","W00447","Casual"
"0h 9min. 5sec.","11/18/2010 20:05","11/18/2010 20:14","16th & U St NW (31229)","Lamont & Mt Pleasant NW (31107)","W00661","Registered"
"0h 10min. 11sec.","9/27/2010 9:10","9/27/2010 9:20","Park Rd & Holmead Pl NW (31602)","14th & Rhode Island Ave NW (31203)","W00567","Registered"
"0h 6min. 19sec.","12/15/2010 8:21","12/15/2010 8:28","14th & V St NW (31101)","17th & K St NW [formerly 17th & L St NW] (31213)","W00229","Registered"
"0h 18min. 24sec.","12/19/2010 7:42","12/19/2010 8:00","Georgia & New Hampshire Ave NW (31400)","USDA / 12th & Independence Ave SW (31217)","W00844","Registered"
"0h 15min. 28sec.","10/16/2010 17:27","10/16/2010 17:42","Adams Mill & Columbia Rd NW (31104)","17th & K St NW [formerly 17th & L St NW] (31213)","W00526","Registered"
"0h 2min. 39sec.","10/28/2010 16:37","10/28/2010 16:39","8th & Eye St SE / Barracks Row (31608)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W01028","Registered"
"0h 5min. 39sec.","12/9/2010 10:55","12/9/2010 11:01","20th St & Florida Ave NW (31110)","15th & P St NW (31201)","W00562","Registered"
"1h 2min. 3sec.","10/18/2010 10:40","10/18/2010 11:42","17th & K St NW [formerly 17th & L St NW] (31213)","19th & E Street NW (31206)","W00988","Registered"
"0h 5min. 59sec.","10/21/2010 23:19","10/21/2010 23:25","14th & Rhode Island Ave NW (31203)","17th & Corcoran St NW (31214)","W00381","Registered"
"0h 4min. 37sec.","12/24/2010 14:44","12/24/2010 14:49","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Potomac & Pennsylvania Ave SE (31606)","W00433","Registered"
"0h 4min. 28sec.","11/7/2010 15:29","11/7/2010 15:33","16th & Harvard St NW (31103)","17th & Corcoran St NW (31214)","W00953","Registered"
"0h 6min. 26sec.","11/6/2010 14:33","11/6/2010 14:39","Harvard St & Adams Mill Rd NW (31112)","16th & Harvard St NW (31103)","W00158","Registered"
"0h 7min. 45sec.","11/29/2010 18:07","11/29/2010 18:15","Florida Ave & R St NW (31503)","14th & R St NW (31202)","W00898","Registered"
"0h 7min. 27sec.","12/4/2010 9:04","12/4/2010 9:11","Tenleytown / Wisconsin Ave & Albemarle St NW (31303)","Wisconsin Ave & Macomb St NW (31302)","W00586","Registered"
"0h 3min. 56sec.","10/26/2010 16:02","10/26/2010 16:06","Florida Ave & R St NW (31503)","Eckington Pl & Q St NE (31505)","W00371","Registered"
"1h 57min. 49sec.","10/17/2010 13:39","10/17/2010 15:36","10th St & Constitution Ave NW (31219)","10th St & Constitution Ave NW (31219)","W00350","Casual"
"2h 26min. 31sec.","11/28/2010 14:54","11/28/2010 17:21","Park Rd & Holmead Pl NW (31602)","Lamont & Mt Pleasant NW (31107)","W00938","Registered"
"0h 14min. 50sec.","11/21/2010 16:48","11/21/2010 17:03","14th & V St NW (31101)","16th & Harvard St NW (31103)","w00583","Registered"
"0h 12min. 22sec.","10/22/2010 8:55","10/22/2010 9:08","Florida Ave & R St NW (31503)","McPherson Square - 14th & H St NW (31216)","W01035","Registered"
"0h 25min. 26sec.","10/22/2010 8:40","10/22/2010 9:05","John McCormack Dr & Michigan Ave NE (31502)","Eastern Market / 7th & North Carolina Ave SE (31610)","W00295","Registered"
"0h 5min. 59sec.","10/27/2010 21:12","10/27/2010 21:18","5th St & K St NW (31600)","8th & H St NW (31228)","W01077","Registered"
"0h 10min. 29sec.","11/12/2010 12:36","11/12/2010 12:46","5th & F St NW (31620)","Lincoln Park / 13th & East Capitol St NE  (31619)","W00543","Registered"
"0h 6min. 2sec.","12/3/2010 22:49","12/3/2010 22:55","14th & R St NW (31202)","7th & T St NW (31109)","W00202","Casual"
"0h 38min. 57sec.","10/26/2010 16:18","10/26/2010 16:56","4th St & Massachusetts Ave NW (31604)","10th & U St NW (31111)","W00941","Casual"
"0h 15min. 35sec.","11/5/2010 20:19","11/5/2010 20:35","21st & I St NW (31205)","5th & F St NW (31620)","W00928","Registered"
"0h 3min. 36sec.","11/26/2010 21:21","11/26/2010 21:25","12th & Hayes St (31001)","S Joyce & Army Navy Dr (31006)","W00525","Registered"
"0h 21min. 38sec.","12/4/2010 13:46","12/4/2010 14:08","4th St & Massachusetts Ave NW (31604)","15th & P St NW (31201)","W00232","Registered"
"0h 15min. 34sec.","10/26/2010 20:55","10/26/2010 21:11","14th & V St NW (31101)","5th St & K St NW (31600)","W00936","Registered"
"0h 32min. 59sec.","10/15/2010 11:15","10/15/2010 11:48","5th St & K St NW (31600)","L'Enfant Plaza / 7th & C St SW (31218)","W01001","Casual"
"0h 24min. 39sec.","10/29/2010 12:00","10/29/2010 12:25","14th & D St SE (31607)","5th & F St NW (31620)","W00822","Registered"
"0h 16min. 16sec.","11/9/2010 15:26","11/9/2010 15:42","Adams Mill & Columbia Rd NW (31104)","Georgetown Harbor / 30th St NW (31215)","W00414","Registered"
"0h 11min. 57sec.","11/18/2010 13:31","11/18/2010 13:43","L'Enfant Plaza / 7th & C St SW (31218)","US Dept of State / Virginia Ave & 21st St NW (31220)","W00494","Registered"
"0h 18min. 29sec.","11/6/2010 11:17","11/6/2010 11:35","Adams Mill & Columbia Rd NW (31104)","8th & H St NW (31228)","W00266","Casual"
"0h 50min. 13sec.","12/31/2010 16:51","12/31/2010 17:41","10th St & Constitution Ave NW (31219)","34th St & Wisconsin Ave NW (31226)","W00931","Casual"
"0h 2min. 33sec.","11/14/2010 20:07","11/14/2010 20:10","20th & Crystal Dr (31002)","23rd & Eads (31013)","W00927","Casual"
"0h 8min. 1sec.","12/7/2010 22:12","12/7/2010 22:20","Adams Mill & Columbia Rd NW (31104)","21st & M St NW (31212)","W00764","Registered"
"0h 4min. 12sec.","12/16/2010 7:50","12/16/2010 7:55","L'Enfant Plaza / 7th & C St SW (31218)","USDA / 12th & Independence Ave SW (31217)","W00851","Registered"
"0h 5min. 2sec.","9/20/2010 19:04","9/20/2010 19:09","14th & R St NW (31202)","14th & Rhode Island Ave NW (31203)","W00563","Registered"
"0h 17min. 37sec.","10/15/2010 10:07","10/15/2010 10:25","14th & Rhode Island Ave NW (31203)","New York Ave & 15th St NW (31222)","W00491","Casual"
"0h 13min. 7sec.","12/7/2010 11:04","12/7/2010 11:17","Connecticut Ave & Newark St NW / Cleveland Park (31305)","19th & L St NW (31224)","W01002","Registered"
"0h 7min. 39sec.","12/12/2010 12:43","12/12/2010 12:51","14th & V St NW (31101)","7th & T St NW (31109)","W00672","Registered"
"0h 8min. 6sec.","11/11/2010 12:47","11/11/2010 12:55","14th & R St NW (31202)","21st & I St NW (31205)","W00081","Registered"
"0h 4min. 16sec.","10/13/2010 17:24","10/13/2010 17:29","14th St & Spring Rd NW (31401)","Park Rd & Holmead Pl NW (31602)","W00556","Registered"
"0h 8min. 28sec.","12/9/2010 8:55","12/9/2010 9:04","15th & P St NW (31201)","5th & F St NW (31620)","W00169","Registered"
"0h 11min. 17sec.","10/8/2010 1:13","10/8/2010 1:25","Adams Mill & Columbia Rd NW (31104)","Florida Ave & R St NW (31503)","W00392","Casual"
"0h 2min. 59sec.","12/7/2010 19:34","12/7/2010 19:37","Calvert St & Woodley Pl NW (31106)","Adams Mill & Columbia Rd NW (31104)","W00196","Registered"
"0h 14min. 25sec.","10/6/2010 19:32","10/6/2010 19:47","USDA / 12th & Independence Ave SW (31217)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00358","Registered"
"0h 14min. 15sec.","12/28/2010 8:00","12/28/2010 8:15","Georgia Ave and Fairmont St NW (31207)","13th St & New York Ave NW (31227)","W00966","Registered"
"1h 9min. 23sec.","11/23/2010 15:11","11/23/2010 16:21","Georgetown Harbor / 30th St NW (31215)","Georgetown Harbor / 30th St NW (31215)","W00704","Casual"
"0h 8min. 11sec.","11/8/2010 17:56","11/8/2010 18:04","Columbus Circle / Union Station (31623)","13th & D St NE (31622)","W00120","Registered"
"0h 1min. 46sec.","12/29/2010 6:48","12/29/2010 6:50","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","8th & Eye St SE / Barracks Row (31608)","w00527","Registered"
"0h 11min. 54sec.","9/22/2010 21:08","9/22/2010 21:20","5th St & K St NW (31600)","14th & Rhode Island Ave NW (31203)","W01069","Casual"
"0h 16min. 49sec.","10/12/2010 21:14","10/12/2010 21:30","10th St & Constitution Ave NW (31219)","5th & F St NW (31620)","W00375","Registered"
"0h 7min. 58sec.","11/19/2010 15:06","11/19/2010 15:14","Lamont & Mt Pleasant NW (31107)","16th & U St NW (31229)","W00693","Registered"
"0h 11min. 37sec.","12/3/2010 8:44","12/3/2010 8:56","Florida Ave & R St NW (31503)","Massachusetts Ave & Dupont Circle NW (31200)","W00348","Registered"
"0h 7min. 9sec.","10/19/2010 8:46","10/19/2010 8:54","14th & R St NW (31202)","Massachusetts Ave & Dupont Circle NW (31200)","W00748","Registered"
"0h 11min. 51sec.","12/14/2010 20:54","12/14/2010 21:06","5th & F St NW (31620)","Florida Ave & R St NW (31503)","W00102","Registered"
"0h 34min. 4sec.","11/14/2010 13:16","11/14/2010 13:50","Bladensburg Rd & Benning Rd NE (31617)","Bladensburg Rd & Benning Rd NE (31617)","W00167","Casual"
"0h 4min. 14sec.","12/30/2010 20:43","12/30/2010 20:47","Massachusetts Ave & Dupont Circle NW (31200)","15th & P St NW (31201)","W00277","Registered"
"0h 23min. 3sec.","11/10/2010 19:16","11/10/2010 19:39","Lincoln Park / 13th & East Capitol St NE  (31619)","USDA / 12th & Independence Ave SW (31217)","W00720","Registered"
"0h 21min. 14sec.","11/7/2010 16:12","11/7/2010 16:33","John McCormack Dr & Michigan Ave NE (31502)","14th & Harvard St NW (31105)","W00209","Registered"
"3h 23min. 17sec.","11/20/2010 14:19","11/20/2010 17:43","14th & G St NW (31238)","8th & H St NW (31228)","W00230","Casual"
"0h 14min. 24sec.","10/4/2010 18:07","10/4/2010 18:21","McPherson Square - 14th & H St NW (31216)","14th & Harvard St NW (31105)","W00039","Registered"
"0h 6min. 33sec.","10/17/2010 1:17","10/17/2010 1:24","14th & R St NW (31202)","Convention Center / 7th & M St NW (31223)","W00535","Registered"
"0h 6min. 28sec.","12/28/2010 18:40","12/28/2010 18:46","21st & M St NW (31212)","14th & Rhode Island Ave NW (31203)","W00622","Registered"
"0h 7min. 47sec.","12/2/2010 7:51","12/2/2010 7:59","14th St & Spring Rd NW (31401)","14th & V St NW (31101)","W00558","Registered"
"0h 13min. 13sec.","12/21/2010 9:06","12/21/2010 9:19","Lamont & Mt Pleasant NW (31107)","19th St & Pennsylvania Ave NW (31100)","W00679","Registered"
"0h 30min. 35sec.","11/2/2010 16:24","11/2/2010 16:55","4th & M St SW (31108)","21st & I St NW (31205)","W00341","Registered"
"0h 5min. 39sec.","12/6/2010 18:04","12/6/2010 18:09","Adams Mill & Columbia Rd NW (31104)","Lamont & Mt Pleasant NW (31107)","W00289","Registered"
"0h 12min. 48sec.","11/12/2010 9:47","11/12/2010 10:00","Harvard St & Adams Mill Rd NW (31112)","19th & L St NW (31224)","? (0x4752DD3A)","Registered"
"0h 10min. 15sec.","11/9/2010 18:34","11/9/2010 18:44","14th & Rhode Island Ave NW (31203)","20th St & Florida Ave NW (31110)","W00385","Registered"
"0h 4min. 40sec.","12/28/2010 9:40","12/28/2010 9:45","20th St & Florida Ave NW (31110)","18th & M St NW (31221)","W00306","Registered"
"0h 11min. 51sec.","11/2/2010 17:28","11/2/2010 17:40","14th & R St NW (31202)","Adams Mill & Columbia Rd NW (31104)","W00170","Registered"
"0h 8min. 19sec.","11/22/2010 15:22","11/22/2010 15:30","19th & E Street NW (31206)","Massachusetts Ave & Dupont Circle NW (31200)","W00478","Registered"
"0h 52min. 6sec.","9/21/2010 19:37","9/21/2010 20:29","4th & M St SW (31108)","4th & M St SW (31108)","W00256","Casual"
"0h 19min. 25sec.","11/22/2010 17:24","11/22/2010 17:43","4th & M St SW (31108)","20th & E St NW (31204)","W00584","Registered"
"0h 14min. 20sec.","10/27/2010 18:40","10/27/2010 18:54","19th & L St NW (31224)","14th & Harvard St NW (31105)","W00111","Registered"
"0h 2min. 37sec.","10/26/2010 9:13","10/26/2010 9:15","11th & Kenyon St NW (31102)","Park Rd & Holmead Pl NW (31602)","W00973","Registered"
"0h 15min. 12sec.","11/6/2010 9:52","11/6/2010 10:07","4th St & Massachusetts Ave NW (31604)","19th St & Pennsylvania Ave NW (31100)","W00470","Registered"
"0h 6min. 6sec.","11/1/2010 13:45","11/1/2010 13:51","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","14th & D St SE (31607)","W00942","Registered"
"0h 3min. 32sec.","11/9/2010 6:37","11/9/2010 6:40","14th & V St NW (31101)","14th & Rhode Island Ave NW (31203)","W00522","Registered"
"0h 17min. 24sec.","11/17/2010 18:52","11/17/2010 19:09","10th St & Constitution Ave NW (31219)","14th & D St SE (31607)","W00884","Registered"
"0h 10min. 6sec.","11/14/2010 6:10","11/14/2010 6:20","25th St & Pennsylvania Ave NW (31237)","13th St & New York Ave NW (31227)","W00254","Registered"
"0h 22min. 3sec.","12/3/2010 8:52","12/3/2010 9:14","4th & M St SW (31108)","20th & E St NW (31204)","W00179","Registered"
"0h 7min. 41sec.","12/4/2010 22:06","12/4/2010 22:14","Park Rd & Holmead Pl NW (31602)","16th & Harvard St NW (31103)","W00230","Registered"
"0h 4min. 41sec.","11/19/2010 17:38","11/19/2010 17:43","Massachusetts Ave & Dupont Circle NW (31200)","16th & U St NW (31229)","W00606","Registered"
"0h 3min. 25sec.","10/29/2010 19:57","10/29/2010 20:00","16th & Harvard St NW (31103)","Lamont & Mt Pleasant NW (31107)","W00171","Registered"
"0h 6min. 21sec.","12/3/2010 9:26","12/3/2010 9:33","15th & P St NW (31201)","McPherson Square - 14th & H St NW (31216)","W00067","Registered"
"0h 3min. 28sec.","11/16/2010 21:04","11/16/2010 21:07","14th & Harvard St NW (31105)","14th & V St NW (31101)","W00181","Registered"
"0h 10min. 47sec.","12/15/2010 19:04","12/15/2010 19:15","8th & H St NW (31228)","14th & Rhode Island Ave NW (31203)","W00674","Registered"
"0h 4min. 52sec.","11/10/2010 12:29","11/10/2010 12:34","North Capitol St & F St NW (31624)","4th St & Massachusetts Ave NW (31604)","W00689","Registered"
"0h 9min. 50sec.","11/23/2010 18:59","11/23/2010 19:09","15th & P St NW (31201)","20th St & Florida Ave NW (31110)","W00863","Registered"
"0h 21min. 35sec.","12/30/2010 20:58","12/30/2010 21:20","8th & H St NW (31228)","19th St & Constitution Ave NW (31235)","W00543","Casual"
"0h 31min. 8sec.","10/21/2010 18:07","10/21/2010 18:38","Van Ness Metro / UDC (31300)","16th & U St NW (31229)","W00080","Registered"
"0h 12min. 44sec.","11/22/2010 14:51","11/22/2010 15:04","18th & M St NW (31221)","5th & F St NW (31620)","W00350","Registered"
"0h 14min. 13sec.","12/1/2010 15:02","12/1/2010 15:16","1st & M St NE (31603)","10th & Monroe St NE (31504)","W00797","Registered"
"0h 23min. 32sec.","11/11/2010 8:32","11/11/2010 8:56","11th & Kenyon St NW (31102)","18th & M St NW (31221)","W00608","Registered"
"0h 23min. 40sec.","10/26/2010 21:44","10/26/2010 22:07","C & O Canal & Wisconsin Ave NW (31225)","Park Rd & Holmead Pl NW (31602)","W00623","Registered"
"0h 14min. 51sec.","12/4/2010 18:03","12/4/2010 18:18","Georgetown Harbor / 30th St NW (31215)","16th & U St NW (31229)","W00584","Registered"
"0h 18min. 2sec.","11/5/2010 17:11","11/5/2010 17:29","USDA / 12th & Independence Ave SW (31217)","21st & M St NW (31212)","W00147","Registered"
"0h 7min. 13sec.","11/6/2010 12:05","11/6/2010 12:12","14th & R St NW (31202)","Massachusetts Ave & Dupont Circle NW (31200)","W00202","Registered"
"0h 2min. 58sec.","11/27/2010 9:32","11/27/2010 9:35","16th & Harvard St NW (31103)","Adams Mill & Columbia Rd NW (31104)","W00797","Registered"
"0h 13min. 32sec.","9/21/2010 20:11","9/21/2010 20:25","19th St & Pennsylvania Ave NW (31100)","20th St & Florida Ave NW (31110)","W00780","Casual"
"1h 28min. 38sec.","11/9/2010 13:46","11/9/2010 15:14","12th & Army Navy Dr (31008)","12th & Army Navy Dr (31008)","W00473","Casual"
"0h 2min. 53sec.","12/21/2010 2:14","12/21/2010 2:17","14th & Harvard St NW (31105)","14th & V St NW (31101)","W00194","Registered"
"0h 7min. 4sec.","12/2/2010 13:57","12/2/2010 14:04","8th & H St NW (31228)","L'Enfant Plaza / 7th & C St SW (31218)","w00527","Registered"
"0h 2min. 34sec.","11/24/2010 8:25","11/24/2010 8:27","Park Rd & Holmead Pl NW (31602)","Lamont & Mt Pleasant NW (31107)","W00873","Registered"
"0h 12min. 21sec.","11/20/2010 13:06","11/20/2010 13:19","L'Enfant Plaza / 7th & C St SW (31218)","17th & K St NW [formerly 17th & L St NW] (31213)","W00662","Registered"
"0h 16min. 30sec.","10/16/2010 10:24","10/16/2010 10:40","14th & V St NW (31101)","18th & M St NW (31221)","? (0x08D291C0)","Casual"
"0h 14min. 42sec.","9/22/2010 20:17","9/22/2010 20:31","14th & Rhode Island Ave NW (31203)","14th St & Spring Rd NW (31401)","W00119","Registered"
"0h 7min. 29sec.","11/18/2010 13:04","11/18/2010 13:12","Massachusetts Ave & Dupont Circle NW (31200)","15th & P St NW (31201)","W00010","Casual"
"0h 18min. 54sec.","11/17/2010 16:39","11/17/2010 16:58","20th & E St NW (31204)","Eastern Market / 7th & North Carolina Ave SE (31610)","W01008","Registered"
"0h 13min. 41sec.","12/13/2010 6:46","12/13/2010 6:59","11th & Kenyon St NW (31102)","12th & Newton St NE (31501)","W00352","Registered"
"0h 12min. 28sec.","10/13/2010 8:54","10/13/2010 9:06","14th & V St NW (31101)","19th St & Pennsylvania Ave NW (31100)","W00412","Casual"
"0h 25min. 35sec.","11/22/2010 8:00","11/22/2010 8:26","13th & D St NE (31622)","13th St & New York Ave NW (31227)","W00463","Registered"
"1h 55min. 10sec.","12/31/2010 14:36","12/31/2010 16:31","20th & E St NW (31204)","25th St & Pennsylvania Ave NW (31237)","W00032","Casual"
"0h 4min. 29sec.","11/26/2010 21:15","11/26/2010 21:20","Park Rd & Holmead Pl NW (31602)","Lamont & Mt Pleasant NW (31107)","W00322","Registered"
"0h 19min. 1sec.","12/18/2010 18:25","12/18/2010 18:44","5th St & K St NW (31600)","21st & I St NW (31205)","W00156","Registered"
"0h 5min. 30sec.","10/15/2010 0:13","10/15/2010 0:19","Park Rd & Holmead Pl NW (31602)","16th & Harvard St NW (31103)","W01123","Registered"
"0h 0min. 9sec.","12/23/2010 20:42","12/23/2010 20:42","Massachusetts Ave & Dupont Circle NW (31200)","Massachusetts Ave & Dupont Circle NW (31200)","W00493","Registered"
"0h 40min. 51sec.","10/23/2010 17:56","10/23/2010 18:37","L'Enfant Plaza / 7th & C St SW (31218)","New York Ave & 15th St NW (31222)","W00879","Casual"
"1h 2min. 16sec.","11/17/2010 12:53","11/17/2010 13:55","USDA / 12th & Independence Ave SW (31217)","10th St & Constitution Ave NW (31219)","W00036","Casual"
"0h 27min. 24sec.","10/2/2010 13:52","10/2/2010 14:19","Potomac & Pennsylvania Ave SE (31606)","4th St & Massachusetts Ave NW (31604)","W00784","Casual"
"0h 9min. 48sec.","10/20/2010 9:06","10/20/2010 9:16","14th & Harvard St NW (31105)","Massachusetts Ave & Dupont Circle NW (31200)","W00428","Registered"
"0h 14min. 6sec.","12/30/2010 13:14","12/30/2010 13:28","Adams Mill & Columbia Rd NW (31104)","Van Ness Metro / UDC (31300)","W00724","Registered"
"0h 10min. 35sec.","11/7/2010 20:42","11/7/2010 20:52","Park Rd & Holmead Pl NW (31602)","17th & Corcoran St NW (31214)","W00049","Registered"
"0h 23min. 6sec.","11/12/2010 15:40","11/12/2010 16:03","7th & Water St SW / SW Waterfront (31609)","M St & New Jersey Ave SE (31208)","W01001","Registered"
"0h 17min. 9sec.","9/24/2010 10:29","9/24/2010 10:46","Florida Ave & R St NW (31503)","14th & V St NW (31101)","W00181","Registered"
"0h 4min. 57sec.","10/16/2010 12:34","10/16/2010 12:39","10th & U St NW (31111)","14th & V St NW (31101)","W00798","Registered"
"0h 14min. 36sec.","12/5/2010 19:58","12/5/2010 20:12","Calvert St & Woodley Pl NW (31106)","Lamont & Mt Pleasant NW (31107)","W00028","Registered"
"0h 7min. 45sec.","12/3/2010 18:36","12/3/2010 18:43","3rd & H St NE (31616)","8th & H St NW (31228)","W00148","Registered"
"0h 7min. 28sec.","11/10/2010 7:16","11/10/2010 7:23","15th & P St NW (31201)","21st & I St NW (31205)","W00615","Registered"
"1h 41min. 44sec.","11/17/2010 9:50","11/17/2010 11:31","New York Ave & 15th St NW (31222)","McPherson Square - 14th & H St NW (31216)","W00605","Casual"
"0h 9min. 24sec.","10/22/2010 12:43","10/22/2010 12:53","Georgetown Harbor / 30th St NW (31215)","Massachusetts Ave & Dupont Circle NW (31200)","W00340","Registered"
"0h 31min. 7sec.","10/16/2010 21:18","10/16/2010 21:50","16th & Harvard St NW (31103)","Georgia Ave and Fairmont St NW (31207)","W00937","Casual"
"0h 21min. 43sec.","10/22/2010 8:20","10/22/2010 8:42","1st & M St NE (31603)","Massachusetts Ave & Dupont Circle NW (31200)","W01026","Registered"
"0h 4min. 53sec.","12/23/2010 8:15","12/23/2010 8:20","Tenleytown / Wisconsin Ave & Albemarle St NW (31303)","Ward Circle / American University (31301)","W00890","Registered"
"0h 21min. 18sec.","11/3/2010 16:38","11/3/2010 17:00","20th & E St NW (31204)","Eastern Market / 7th & North Carolina Ave SE (31610)","W00507","Registered"
"0h 18min. 11sec.","11/15/2010 8:00","11/15/2010 8:18","4th & M St SW (31108)","US Dept of State / Virginia Ave & 21st St NW (31220)","W00180","Registered"
"0h 10min. 5sec.","11/29/2010 8:40","11/29/2010 8:50","7th & T St NW (31109)","13th St & New York Ave NW (31227)","W00270","Registered"
"0h 10min. 47sec.","12/7/2010 23:08","12/7/2010 23:19","3rd & H St NE (31616)","Florida Ave & R St NW (31503)","W00597","Registered"
"0h 8min. 3sec.","11/11/2010 17:11","11/11/2010 17:19","14th & V St NW (31101)","Massachusetts Ave & Dupont Circle NW (31200)","W00894","Registered"
"0h 5min. 13sec.","11/20/2010 11:49","11/20/2010 11:54","12th & Army Navy Dr (31008)","23rd & Crystal Dr (31011)","W00862","Registered"
"0h 6min. 14sec.","11/12/2010 14:09","11/12/2010 14:15","Adams Mill & Columbia Rd NW (31104)","Massachusetts Ave & Dupont Circle NW (31200)","W00525","Registered"
"0h 15min. 56sec.","10/25/2010 8:38","10/25/2010 8:53","Park Rd & Holmead Pl NW (31602)","10th St & Constitution Ave NW (31219)","W01008","Registered"
"0h 6min. 20sec.","11/14/2010 19:06","11/14/2010 19:12","Potomac & Pennsylvania Ave SE (31606)","Potomac & Pennsylvania Ave SE (31606)","W00680","Registered"
"0h 23min. 25sec.","10/20/2010 19:03","10/20/2010 19:26","C & O Canal & Wisconsin Ave NW (31225)","17th & Corcoran St NW (31214)","W00415","Casual"
"0h 17min. 41sec.","11/28/2010 11:17","11/28/2010 11:35","1st & M St NE (31603)","17th & K St NW [formerly 17th & L St NW] (31213)","W00464","Registered"
"0h 8min. 45sec.","12/8/2010 16:48","12/8/2010 16:56","13th St & New York Ave NW (31227)","17th & Corcoran St NW (31214)","W00691","Registered"
"0h 14min. 37sec.","12/8/2010 17:56","12/8/2010 18:11","19th & E Street NW (31206)","Adams Mill & Columbia Rd NW (31104)","W00155","Registered"
"0h 8min. 48sec.","12/10/2010 8:09","12/10/2010 8:17","14th & V St NW (31101)","18th & M St NW (31221)","W00251","Registered"
"0h 16min. 28sec.","9/20/2010 20:11","9/20/2010 20:27","Massachusetts Ave & Dupont Circle NW (31200)","Massachusetts Ave & Dupont Circle NW (31200)","W00380","Registered"
"0h 15min. 9sec.","11/11/2010 19:21","11/11/2010 19:37","21st & I St NW (31205)","8th & H St NW (31228)","W00649","Registered"
"0h 25min. 4sec.","10/26/2010 10:16","10/26/2010 10:41","Georgia & New Hampshire Ave NW (31400)","C & O Canal & Wisconsin Ave NW (31225)","W00103","Registered"
"0h 4min. 6sec.","12/12/2010 21:16","12/12/2010 21:20","19th & L St NW (31224)","Massachusetts Ave & Dupont Circle NW (31200)","W00940","Registered"
"0h 6min. 47sec.","11/20/2010 23:22","11/20/2010 23:29","21st & I St NW (31205)","18th & M St NW (31221)","W00240","Casual"
"0h 8min. 31sec.","11/17/2010 19:40","11/17/2010 19:49","17th & Corcoran St NW (31214)","Lamont & Mt Pleasant NW (31107)","W00334","Registered"
"0h 0min. 5sec.","12/3/2010 10:51","12/3/2010 10:51","21st & M St NW (31212)","21st & M St NW (31212)","W00902","Registered"
"0h 6min. 57sec.","11/23/2010 8:45","11/23/2010 8:52","14th & R St NW (31202)","Massachusetts Ave & Dupont Circle NW (31200)","W00756","Registered"
"0h 26min. 3sec.","12/21/2010 13:52","12/21/2010 14:18","16th & Harvard St NW (31103)","McPherson Square - 14th & H St NW (31216)","W00242","Registered"
"0h 12min. 16sec.","11/23/2010 8:30","11/23/2010 8:42","3rd & D St SE (31605)","New York Ave & 15th St NW (31222)","W00782","Registered"
"0h 4min. 56sec.","12/21/2010 8:35","12/21/2010 8:40","20th St & Florida Ave NW (31110)","18th & M St NW (31221)","W00621","Registered"
"0h 30min. 56sec.","10/26/2010 21:09","10/26/2010 21:40","17th & Corcoran St NW (31214)","13th & H St NE (31611)","W00839","Registered"
