"Duration","Start.date","End.date","Start.station","End.station","Bike.","Member.Type"
"0h 2min. 58sec.","6/1/2011 15:40","6/1/2011 15:43","23rd & Crystal Dr (31011)","18th & Bell St (31007)","W00982","Registered"
"0h 13min. 35sec.","6/15/2011 19:21","6/15/2011 19:34","7th & F St NW / National Portrait Gallery (31232)","7th & Water St SW / SW Waterfront (31609)","W00211","Registered"
"0h 12min. 49sec.","6/15/2011 19:11","6/15/2011 19:24","25th St & Pennsylvania Ave NW (31237)","New York Ave & 15th St NW (31222)","W00289","Registered"
"0h 14min. 6sec.","5/3/2011 17:04","5/3/2011 17:18","14th & D St NW / Ronald Reagan Building (31231)","Massachusetts Ave & Dupont Circle NW (31200)","W01092","Casual"
"0h 13min. 21sec.","5/24/2011 8:01","5/24/2011 8:14","11th & Kenyon St NW (31102)","McPherson Square - 14th & H St NW (31216)","W01106","Registered"
"0h 9min. 0sec.","5/10/2011 18:38","5/10/2011 18:47","Connecticut Ave & Newark St NW / Cleveland Park (31305)","Adams Mill & Columbia Rd NW (31104)","w01100","Registered"
"0h 12min. 7sec.","4/27/2011 9:11","4/27/2011 9:23","Columbus Circle / Union Station (31623)","4th & M St SW (31108)","W01071","Registered"
"0h 5min. 13sec.","6/27/2011 21:38","6/27/2011 21:44","3rd & D St SE (31605)","Columbus Circle / Union Station (31623)","W00063","Registered"
"0h 6min. 36sec.","6/3/2011 10:43","6/3/2011 10:49","17th & Corcoran St NW (31214)","18th & M St NW (31221)","W00615","Registered"
"0h 7min. 47sec.","4/19/2011 14:11","4/19/2011 14:19","McPherson Square - 14th & H St NW (31216)","14th & R St NW (31202)","W00239","Registered"
"0h 29min. 7sec.","4/19/2011 8:15","4/19/2011 8:44","13th & H St NE (31611)","USDA / 12th & Independence Ave SW (31217)","W00353","Registered"
"0h 10min. 47sec.","4/6/2011 9:18","4/6/2011 9:29","C & O Canal & Wisconsin Ave NW (31225)","21st & I St NW (31205)","W01031","Registered"
"0h 10min. 34sec.","5/23/2011 13:12","5/23/2011 13:23","North Capitol St & F St NW (31624)","Lincoln Park / 13th & East Capitol St NE  (31619)","W00528","Registered"
"0h 13min. 23sec.","4/2/2011 0:12","4/2/2011 0:25","Adams Mill & Columbia Rd NW (31104)","14th & Rhode Island Ave NW (31203)","W00259","Casual"
"0h 6min. 7sec.","4/24/2011 16:13","4/24/2011 16:19","12th & Army Navy Dr (31008)","20th & Crystal Dr (31002)","W00131","Registered"
"0h 12min. 30sec.","5/23/2011 12:01","5/23/2011 12:13","18th & M St NW (31221)","C & O Canal & Wisconsin Ave NW (31225)","W00704","Casual"
"0h 9min. 38sec.","5/31/2011 7:39","5/31/2011 7:49","Georgia & New Hampshire Ave NW (31400)","Lamont & Mt Pleasant NW (31107)","W00175","Registered"
"0h 20min. 54sec.","5/1/2011 15:05","5/1/2011 15:26","18th & M St NW (31221)","3rd & D St SE (31605)","W00220","Registered"
"0h 38min. 22sec.","6/22/2011 12:56","6/22/2011 13:35","19th & L St NW (31224)","19th & L St NW (31224)","W00611","Registered"
"0h 7min. 46sec.","4/15/2011 19:27","4/15/2011 19:34","McPherson Square - 14th & H St NW (31216)","19th St & Constitution Ave NW (31235)","W00857","Casual"
"0h 33min. 16sec.","6/2/2011 17:33","6/2/2011 18:07","Columbus Circle / Union Station (31623)","16th & U St NW (31229)","W00128","Registered"
"0h 8min. 55sec.","6/20/2011 19:07","6/20/2011 19:16","Connecticut Ave & Newark St NW / Cleveland Park (31305)","Wisconsin Ave & Macomb St NW (31302)","W00208","Registered"
"0h 13min. 27sec.","5/24/2011 8:15","5/24/2011 8:29","4th & M St SW (31108)","North Capitol St & F St NW (31624)","W00892","Registered"
"0h 9min. 6sec.","5/8/2011 18:51","5/8/2011 19:00","14th & D St SE (31607)","Bladensburg Rd & Benning Rd NE (31617)","W00620","Casual"
"1h 35min. 33sec.","4/25/2011 11:43","4/25/2011 13:19","19th St & Pennsylvania Ave NW (31100)","18th & M St NW (31221)","W00487","Casual"
"0h 8min. 46sec.","6/7/2011 15:24","6/7/2011 15:33","Kennedy Center (31211)","21st & I St NW (31205)","W00666","Casual"
"0h 23min. 21sec.","4/23/2011 10:48","4/23/2011 11:11","16th & U St NW (31229)","Columbus Circle / Union Station (31623)","W00324","Registered"
"0h 21min. 7sec.","4/29/2011 17:35","4/29/2011 17:56","N Rhodes & 16th St N (31018)","34th St & Wisconsin Ave NW (31226)","W00192","Registered"
"0h 5min. 14sec.","5/23/2011 21:54","5/23/2011 21:59","Park Rd & Holmead Pl NW (31602)","11th & Kenyon St NW (31102)","W00374","Casual"
"1h 11min. 58sec.","5/29/2011 20:48","5/29/2011 22:00","USDA / 12th & Independence Ave SW (31217)","4th & East Capitol St NE (31618)","W00087","Registered"
"0h 29min. 46sec.","6/27/2011 21:59","6/27/2011 22:29","7th & Water St SW / SW Waterfront (31609)","16th & Harvard St NW (31103)","W00816","Registered"
"0h 5min. 23sec.","6/22/2011 15:47","6/22/2011 15:53","20th St & Florida Ave NW (31110)","15th & P St NW (31201)","W00535","Registered"
"2h 5min. 5sec.","5/29/2011 11:15","5/29/2011 13:21","Rosslyn Metro / Wilson Blvd & Ft Myer Dr (31015)","10th St & Constitution Ave NW (31219)","W01095","Casual"
"0h 12min. 52sec.","4/29/2011 7:01","4/29/2011 7:14","14th & V St NW (31101)","USDA / 12th & Independence Ave SW (31217)","W00638","Registered"
"0h 16min. 57sec.","4/17/2011 22:07","4/17/2011 22:24","L'Enfant Plaza / 7th & C St SW (31218)","14th & V St NW (31101)","W00883","Registered"
"1h 39min. 55sec.","6/10/2011 10:51","6/10/2011 12:31","1st & M St NE (31603)","4th & East Capitol St NE (31618)","W00498","Casual"
"0h 4min. 32sec.","5/11/2011 21:02","5/11/2011 21:06","Eastern Market / 7th & North Carolina Ave SE (31610)","Potomac & Pennsylvania Ave SE (31606)","W00701","Registered"
"0h 18min. 19sec.","5/9/2011 10:53","5/9/2011 11:11","4th St & Massachusetts Ave NW (31604)","4th & East Capitol St NE (31618)","W00211","Registered"
"0h 10min. 39sec.","5/16/2011 14:43","5/16/2011 14:53","Tenleytown / Wisconsin Ave & Albemarle St NW (31303)","Ward Circle / American University (31301)","W00205","Registered"
"0h 16min. 20sec.","5/25/2011 17:49","5/25/2011 18:06","US Dept of State / Virginia Ave & 21st St NW (31220)","18th & M St NW (31221)","W00645","Casual"
"0h 10min. 53sec.","6/29/2011 7:53","6/29/2011 8:04","Georgia Ave and Fairmont St NW (31207)","15th & P St NW (31201)","W01027","Registered"
"0h 8min. 19sec.","4/17/2011 9:16","4/17/2011 9:24","Adams Mill & Columbia Rd NW (31104)","Massachusetts Ave & Dupont Circle NW (31200)","W01002","Registered"
"0h 8min. 17sec.","6/18/2011 0:39","6/18/2011 0:47","15th & P St NW (31201)","20th St & Florida Ave NW (31110)","W00679","Registered"
"0h 14min. 27sec.","5/21/2011 13:32","5/21/2011 13:46","19th St & Constitution Ave NW (31235)","14th & Rhode Island Ave NW (31203)","W00922","Registered"
"0h 9min. 20sec.","6/24/2011 17:04","6/24/2011 17:13","New York Ave & 15th St NW (31222)","10th St & Constitution Ave NW (31219)","W00121","Registered"
"0h 14min. 1sec.","4/13/2011 10:54","4/13/2011 11:08","New York Ave & 15th St NW (31222)","14th & V St NW (31101)","W00410","Registered"
"0h 4min. 19sec.","4/1/2011 13:11","4/1/2011 13:15","12th & Army Navy Dr (31008)","12th & Hayes St (31001)","W00172","Registered"
"0h 55min. 57sec.","4/10/2011 16:05","4/10/2011 17:01","20th & E St NW (31204)","USDA / 12th & Independence Ave SW (31217)","W00689","Registered"
"0h 3min. 39sec.","6/20/2011 18:34","6/20/2011 18:38","5th St & K St NW (31600)","Convention Center / 7th & M St NW (31223)","W00847","Registered"
"0h 22min. 46sec.","6/9/2011 15:13","6/9/2011 15:35","14th & D St SE (31607)","4th & East Capitol St NE (31618)","W00474","Casual"
"0h 6min. 4sec.","5/10/2011 17:16","5/10/2011 17:22","7th & F St NW / National Portrait Gallery (31232)","5th St & K St NW (31600)","W00498","Registered"
"0h 8min. 40sec.","5/16/2011 16:15","5/16/2011 16:23","5th St & K St NW (31600)","3rd & H St NE (31616)","W00148","Casual"
"0h 10min. 28sec.","6/15/2011 9:10","6/15/2011 9:20","20th St & Florida Ave NW (31110)","17th & K St NW / Farragut Square (31233)","W00390","Registered"
"0h 9min. 42sec.","6/16/2011 18:29","6/16/2011 18:39","Columbus Circle / Union Station (31623)","Bladensburg Rd & Benning Rd NE (31617)","W00353","Registered"
"0h 10min. 54sec.","5/7/2011 15:09","5/7/2011 15:20","17th & K St NW / Farragut Square (31233)","14th & G St NW (31238)","W00822","Registered"
"0h 12min. 36sec.","6/27/2011 4:13","6/27/2011 4:26","14th & Rhode Island Ave NW (31203)","4th & Adams St NE (31500)","W00438","Registered"
"0h 6min. 41sec.","6/20/2011 9:03","6/20/2011 9:10","16th & U St NW (31229)","17th & K St NW / Farragut Square (31233)","W00261","Registered"
"0h 33min. 43sec.","5/27/2011 13:27","5/27/2011 14:01","19th St & Constitution Ave NW (31235)","14th & G St NW (31238)","W00132","Casual"
"0h 11min. 4sec.","6/14/2011 8:23","6/14/2011 8:34","7th & T St NW (31109)","14th & G St NW (31238)","W00948","Registered"
"0h 8min. 34sec.","5/29/2011 12:09","5/29/2011 12:17","25th St & Pennsylvania Ave NW (31237)","Massachusetts Ave & Dupont Circle NW (31200)","W01097","Registered"
"0h 6min. 17sec.","6/7/2011 13:47","6/7/2011 13:53","1st & M St NE (31603)","North Capitol St & F St NW (31624)","W00407","Registered"
"0h 8min. 0sec.","4/27/2011 8:31","4/27/2011 8:39","USDA / 12th & Independence Ave SW (31217)","14th & G St NW (31238)","W00039","Registered"
"0h 13min. 27sec.","6/2/2011 7:05","6/2/2011 7:18","17th & Corcoran St NW (31214)","7th & F St NW / National Portrait Gallery (31232)","W00618","Registered"
"0h 5min. 26sec.","5/31/2011 8:12","5/31/2011 8:17","18th & Bell St (31007)","23rd & Crystal Dr (31011)","W00483","Casual"
"0h 7min. 26sec.","5/3/2011 17:31","5/3/2011 17:38","Convention Center / 7th & M St NW (31223)","Florida Ave & R St NW (31503)","W00571","Registered"
"0h 35min. 8sec.","6/12/2011 10:30","6/12/2011 11:05","New York Ave & 15th St NW (31222)","8th & H St NW (31228)","W00484","Casual"
"0h 6min. 6sec.","6/7/2011 20:38","6/7/2011 20:44","Lincoln Park / 13th & East Capitol St NE  (31619)","3rd & D St SE (31605)","W00416","Registered"
"0h 10min. 45sec.","5/5/2011 13:22","5/5/2011 13:33","14th & V St NW (31101)","Massachusetts Ave & Dupont Circle NW (31200)","W00657","Casual"
"0h 22min. 27sec.","5/14/2011 11:48","5/14/2011 12:10","11th & Kenyon St NW (31102)","18th & M St NW (31221)","W00695","Registered"
"0h 12min. 17sec.","5/23/2011 7:29","5/23/2011 7:41","14th & V St NW (31101)","17th & K St NW [formerly 17th & L St NW] (31213)","W00332","Registered"
"0h 8min. 49sec.","4/14/2011 21:23","4/14/2011 21:32","3rd & H St NE (31616)","5th St & K St NW (31600)","W00320","Registered"
"0h 0min. 14sec.","6/6/2011 15:44","6/6/2011 15:44","12th & Newton St NE (31501)","12th & Newton St NE (31501)","W00245","Registered"
"0h 32min. 49sec.","6/19/2011 21:35","6/19/2011 22:08","15th & P St NW (31201)","19th St & Constitution Ave NW (31235)","W00125","Casual"
"0h 10min. 8sec.","5/21/2011 12:45","5/21/2011 12:55","L'Enfant Plaza / 7th & C St SW (31218)","10th St & Constitution Ave NW (31219)","W00185","Casual"
"0h 3min. 16sec.","4/13/2011 14:12","4/13/2011 14:15","21st & I St NW (31205)","25th St & Pennsylvania Ave NW (31237)","W00643","Registered"
"0h 16min. 49sec.","5/12/2011 12:56","5/12/2011 13:13","11th & Kenyon St NW (31102)","17th & K St NW [formerly 17th & L St NW] (31213)","W00240","Registered"
"0h 9min. 28sec.","6/20/2011 16:27","6/20/2011 16:36","8th & H St NW (31228)","15th & P St NW (31201)","W01010","Registered"
"2h 31min. 1sec.","4/3/2011 14:13","4/3/2011 16:44","US Dept of State / Virginia Ave & 21st St NW (31220)","20th & E St NW (31204)","W00557","Casual"
"2h 57min. 55sec.","6/27/2011 10:39","6/27/2011 13:37","17th & K St NW / Farragut Square (31233)","17th & K St NW / Farragut Square (31233)","W00581","Casual"
"2h 17min. 10sec.","5/21/2011 13:46","5/21/2011 16:03","USDA / 12th & Independence Ave SW (31217)","USDA / 12th & Independence Ave SW (31217)","W00417","Casual"
"0h 13min. 7sec.","4/26/2011 7:59","4/26/2011 8:12","14th & R St NW (31202)","North Capitol St & F St NW (31624)","W00506","Registered"
"0h 12min. 13sec.","5/16/2011 8:39","5/16/2011 8:52","17th & Corcoran St NW (31214)","Convention Center / 7th & M St NW (31223)","W00970","Casual"
"0h 33min. 28sec.","4/24/2011 10:15","4/24/2011 10:48","4th & M St SW (31108)","7th & Water St SW / SW Waterfront (31609)","W00215","Casual"
"0h 8min. 10sec.","6/19/2011 18:07","6/19/2011 18:15","Park Rd & Holmead Pl NW (31602)","20th St & Florida Ave NW (31110)","W00365","Registered"
"0h 5min. 16sec.","5/15/2011 16:03","5/15/2011 16:09","11th & Kenyon St NW (31102)","Georgia & New Hampshire Ave NW (31400)","W01122","Registered"
"1h 22min. 13sec.","5/30/2011 0:35","5/30/2011 1:57","14th & G St NW (31238)","10th & U St NW (31111)","W00838","Casual"
"0h 12min. 29sec.","6/30/2011 18:52","6/30/2011 19:05","15th & P St NW (31201)","19th & L St NW (31224)","W01013","Registered"
"0h 17min. 35sec.","4/24/2011 14:17","4/24/2011 14:35","Connecticut Ave & Newark St NW / Cleveland Park (31305)","16th & U St NW (31229)","W00829","Registered"
"0h 8min. 46sec.","6/19/2011 20:24","6/19/2011 20:33","14th & Harvard St NW (31105)","7th & T St NW (31109)","W00861","Registered"
"0h 3min. 26sec.","5/2/2011 12:12","5/2/2011 12:15","21st & M St NW (31212)","25th St & Pennsylvania Ave NW (31237)","W00196","Registered"
"0h 0min. 8sec.","5/30/2011 15:10","5/30/2011 15:10","10th St & Constitution Ave NW (31219)","10th St & Constitution Ave NW (31219)","W00344","Registered"
"0h 17min. 55sec.","6/12/2011 9:56","6/12/2011 10:14","North Capitol St & F St NW (31624)","14th & D St NW / Ronald Reagan Building (31231)","W00761","Casual"
"8h 2min. 37sec.","5/15/2011 11:13","5/15/2011 19:15","5th St & K St NW (31600)","19th St & Pennsylvania Ave NW (31100)","W00010","Casual"
"0h 9min. 32sec.","6/3/2011 13:44","6/3/2011 13:54","14th & G St NW (31238)","5th St & K St NW (31600)","W00850","Registered"
"2h 15min. 30sec.","6/22/2011 7:29","6/22/2011 9:45","25th St & Pennsylvania Ave NW (31237)","USDA / 12th & Independence Ave SW (31217)","W00501","Casual"
"0h 14min. 41sec.","5/2/2011 13:59","5/2/2011 14:14","10th & U St NW (31111)","4th St & Massachusetts Ave NW (31604)","W00697","Registered"
"0h 17min. 40sec.","6/21/2011 19:28","6/21/2011 19:45","10th St & Constitution Ave NW (31219)","Eastern Market / 7th & North Carolina Ave SE (31610)","W00154","Registered"
"0h 8min. 35sec.","6/30/2011 19:41","6/30/2011 19:50","19th St & Constitution Ave NW (31235)","14th & D St NW / Ronald Reagan Building (31231)","W01043","Casual"
"0h 9min. 49sec.","6/5/2011 20:00","6/5/2011 20:09","Florida Ave & R St NW (31503)","15th & P St NW (31201)","W00365","Registered"
"0h 28min. 25sec.","4/2/2011 14:16","4/2/2011 14:45","Eastern Market / 7th & North Carolina Ave SE (31610)","7th & Water St SW / SW Waterfront (31609)","W00651","Casual"
"0h 18min. 47sec.","6/7/2011 10:01","6/7/2011 10:20","13th St & New York Ave NW (31227)","14th & D St NW / Ronald Reagan Building (31231)","W00657","Casual"
"0h 4min. 24sec.","5/12/2011 18:20","5/12/2011 18:24","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Potomac & Pennsylvania Ave SE (31606)","W00118","Registered"
"0h 9min. 52sec.","4/15/2011 17:39","4/15/2011 17:49","US Dept of State / Virginia Ave & 21st St NW (31220)","20th St & Florida Ave NW (31110)","W00494","Registered"
"0h 17min. 39sec.","6/30/2011 7:36","6/30/2011 7:54","Potomac & Pennsylvania Ave SE (31606)","10th St & Constitution Ave NW (31219)","W00117","Registered"
"1h 50min. 53sec.","4/23/2011 14:52","4/23/2011 16:43","18th & M St NW (31221)","Massachusetts Ave & Dupont Circle NW (31200)","W00996","Casual"
"0h 9min. 12sec.","5/10/2011 6:36","5/10/2011 6:45","5th St & K St NW (31600)","L'Enfant Plaza / 7th & C St SW (31218)","W00723","Registered"
"0h 2min. 36sec.","5/12/2011 14:52","5/12/2011 14:54","16th & Harvard St NW (31103)","Lamont & Mt Pleasant NW (31107)","W00801","Registered"
"0h 9min. 56sec.","4/9/2011 23:10","4/9/2011 23:20","Calvert St & Woodley Pl NW (31106)","16th & Harvard St NW (31103)","W00673","Registered"
"0h 7min. 17sec.","5/22/2011 8:21","5/22/2011 8:28","Adams Mill & Columbia Rd NW (31104)","Massachusetts Ave & Dupont Circle NW (31200)","W00970","Registered"
"0h 35min. 38sec.","4/17/2011 12:34","4/17/2011 13:10","34th St & Wisconsin Ave NW (31226)","8th & H St NW (31228)","w00527","Casual"
"0h 23min. 48sec.","5/23/2011 7:53","5/23/2011 8:16","1st & M St NE (31603)","21st & I St NW (31205)","W00904","Registered"
"0h 12min. 25sec.","6/6/2011 8:49","6/6/2011 9:01","14th & D St SE (31607)","Columbus Circle / Union Station (31623)","W00402","Registered"
"0h 11min. 35sec.","6/14/2011 9:00","6/14/2011 9:12","18th & M St NW (31221)","5th & F St NW (31620)","W01036","Registered"
"0h 20min. 59sec.","6/30/2011 12:28","6/30/2011 12:49","14th & V St NW (31101)","Lynn & 19th St North (31014)","W00904","Registered"
"0h 18min. 20sec.","6/29/2011 9:53","6/29/2011 10:11","Eckington Pl & Q St NE (31505)","7th & F St NW / National Portrait Gallery (31232)","W00847","Registered"
"0h 14min. 47sec.","5/12/2011 19:52","5/12/2011 20:07","17th & K St NW [formerly 17th & L St NW] (31213)","Columbus Circle / Union Station (31623)","W00301","Registered"
"0h 12min. 19sec.","5/21/2011 13:46","5/21/2011 13:58","L'Enfant Plaza / 7th & C St SW (31218)","13th St & New York Ave NW (31227)","W00742","Registered"
"0h 11min. 16sec.","4/18/2011 8:20","4/18/2011 8:31","North Capitol St & F St NW (31624)","1st & N ST SE (31209)","w00583","Registered"
"0h 10min. 36sec.","5/8/2011 12:59","5/8/2011 13:10","Massachusetts Ave & Dupont Circle NW (31200)","10th & U St NW (31111)","W00627","Registered"
"0h 1min. 49sec.","5/19/2011 8:14","5/19/2011 8:16","14th & R St NW (31202)","15th & P St NW (31201)","W00466","Registered"
"0h 17min. 41sec.","5/25/2011 20:27","5/25/2011 20:45","19th & E Street NW (31206)","4th & M St SW (31108)","W00680","Registered"
"0h 9min. 11sec.","5/4/2011 18:36","5/4/2011 18:45","17th & Corcoran St NW (31214)","14th & V St NW (31101)","W00939","Registered"
"0h 6min. 50sec.","6/24/2011 22:14","6/24/2011 22:21","Columbus Circle / Union Station (31623)","1st & M St NE (31603)","W00699","Registered"
"0h 19min. 9sec.","4/1/2011 0:26","4/1/2011 0:45","New York Ave & 15th St NW (31222)","14th & D St SE (31607)","W00494","Registered"
"0h 18min. 33sec.","6/12/2011 15:10","6/12/2011 15:28","5th St & K St NW (31600)","5th St & K St NW (31600)","W00990","Casual"
"0h 13min. 8sec.","5/8/2011 11:05","5/8/2011 11:19","10th & U St NW (31111)","21st & M St NW (31212)","W01074","Registered"
"0h 13min. 24sec.","6/6/2011 7:28","6/6/2011 7:41","Lamont & Mt Pleasant NW (31107)","19th St & Pennsylvania Ave NW (31100)","W00278","Registered"
"0h 22min. 5sec.","5/8/2011 14:30","5/8/2011 14:52","USDA / 12th & Independence Ave SW (31217)","19th St & Constitution Ave NW (31235)","W00148","Registered"
"0h 10min. 30sec.","4/14/2011 22:43","4/14/2011 22:54","10th & U St NW (31111)","14th St & Spring Rd NW (31401)","W00057","Registered"
"0h 4min. 51sec.","5/1/2011 13:19","5/1/2011 13:23","4th & East Capitol St NE (31618)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00124","Registered"
"0h 14min. 55sec.","6/30/2011 12:32","6/30/2011 12:47","14th & G St NW (31238)","18th & M St NW (31221)","W00336","Casual"
"0h 22min. 35sec.","5/3/2011 9:17","5/3/2011 9:40","14th & D St SE (31607)","8th & H St NW (31228)","W00140","Registered"
"0h 8min. 12sec.","4/18/2011 20:40","4/18/2011 20:48","Massachusetts Ave & Dupont Circle NW (31200)","Adams Mill & Columbia Rd NW (31104)","W00101","Registered"
"0h 8min. 10sec.","5/24/2011 21:05","5/24/2011 21:13","18th & Bell St (31007)","27th & Crystal Dr (31009)","W00808","Casual"
"0h 3min. 53sec.","5/6/2011 19:10","5/6/2011 19:14","3rd & H St NE (31616)","1st & M St NE (31603)","W01010","Registered"
"0h 54min. 2sec.","6/28/2011 21:13","6/28/2011 22:07","12th & Hayes St (31001)","27th & Crystal Dr (31009)","W00625","Casual"
"0h 0min. 26sec.","5/21/2011 11:57","5/21/2011 11:58","Park Rd & Holmead Pl NW (31602)","Park Rd & Holmead Pl NW (31602)","W00332","Registered"
"0h 8min. 46sec.","5/7/2011 8:37","5/7/2011 8:46","14th & Harvard St NW (31105)","Massachusetts Ave & Dupont Circle NW (31200)","W00988","Registered"
"0h 26min. 53sec.","4/18/2011 14:01","4/18/2011 14:28","Massachusetts Ave & Dupont Circle NW (31200)","Massachusetts Ave & Dupont Circle NW (31200)","W00048","Casual"
"0h 10min. 30sec.","6/18/2011 13:11","6/18/2011 13:21","Lincoln Park / 13th & East Capitol St NE  (31619)","M St & New Jersey Ave SE (31208)","W00979","Registered"
"0h 6min. 12sec.","4/16/2011 12:42","4/16/2011 12:48","10th & U St NW (31111)","17th & Corcoran St NW (31214)","W00686","Registered"
"0h 6min. 36sec.","4/26/2011 19:21","4/26/2011 19:28","Connecticut Ave & Newark St NW / Cleveland Park (31305)","Wisconsin Ave & Macomb St NW (31302)","W00384","Registered"
"0h 21min. 36sec.","5/18/2011 17:04","5/18/2011 17:25","4th & Adams St NE (31500)","13th St & New York Ave NW (31227)","W00793","Registered"
"0h 19min. 9sec.","5/25/2011 7:49","5/25/2011 8:08","L'Enfant Plaza / 7th & C St SW (31218)","21st & I St NW (31205)","W00911","Casual"
"0h 13min. 45sec.","5/27/2011 6:41","5/27/2011 6:55","Lamont & Mt Pleasant NW (31107)","Florida Ave & R St NW (31503)","W00731","Casual"
"1h 9min. 8sec.","4/19/2011 16:25","4/19/2011 17:34","New York Ave & 15th St NW (31222)","New York Ave & 15th St NW (31222)","W00985","Casual"
"0h 12min. 38sec.","5/29/2011 13:45","5/29/2011 13:57","Eastern Market / 7th & North Carolina Ave SE (31610)","Columbus Circle / Union Station (31623)","W01063","Registered"
"0h 6min. 8sec.","4/21/2011 17:18","4/21/2011 17:24","Columbus Circle / Union Station (31623)","1st & M St NE (31603)","W00518","Registered"
"1h 27min. 15sec.","6/5/2011 10:55","6/5/2011 12:22","4th & M St SW (31108)","4th & M St SW (31108)","W00898","Casual"
"0h 5min. 45sec.","5/26/2011 18:50","5/26/2011 18:56","27th & Crystal Dr (31009)","18th & Bell St (31007)","W00931","Registered"
"0h 14min. 50sec.","5/26/2011 19:59","5/26/2011 20:14","Park Rd & Holmead Pl NW (31602)","Massachusetts Ave & Dupont Circle NW (31200)","W00209","Casual"
"0h 9min. 58sec.","5/12/2011 12:37","5/12/2011 12:47","21st & I St NW (31205)","McPherson Square - 14th & H St NW (31216)","W00502","Registered"
"0h 0min. 3sec.","6/25/2011 17:22","6/25/2011 17:22","18th & M St NW (31221)","18th & M St NW (31221)","W00927","Registered"
"0h 8min. 43sec.","6/24/2011 17:53","6/24/2011 18:02","37th & O St NW / Georgetown University (31236)","Georgetown Harbor / 30th St NW (31215)","W00872","Casual"
"0h 13min. 35sec.","6/30/2011 19:06","6/30/2011 19:19","8th & H St NW (31228)","14th & R St NW (31202)","W00114","Registered"
"0h 8min. 57sec.","5/17/2011 18:55","5/17/2011 19:04","19th & L St NW (31224)","14th & Rhode Island Ave NW (31203)","W00831","Registered"
"0h 16min. 22sec.","5/27/2011 15:54","5/27/2011 16:11","Georgetown Harbor / 30th St NW (31215)","Calvert St & Woodley Pl NW (31106)","W00942","Registered"
"0h 2min. 7sec.","6/9/2011 9:40","6/9/2011 9:42","14th & V St NW (31101)","16th & U St NW (31229)","W00705","Registered"
"0h 15min. 17sec.","6/15/2011 18:17","6/15/2011 18:32","4th & Adams St NE (31500)","10th & U St NW (31111)","W00507","Registered"
"0h 20min. 28sec.","6/17/2011 21:57","6/17/2011 22:17","10th St & Constitution Ave NW (31219)","Potomac & Pennsylvania Ave SE (31606)","W00548","Registered"
"0h 43min. 19sec.","5/24/2011 20:35","5/24/2011 21:19","Columbus Circle / Union Station (31623)","21st & M St NW (31212)","W00134","Casual"
"0h 18min. 51sec.","4/4/2011 17:49","4/4/2011 18:08","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Columbus Circle / Union Station (31623)","W00073","Registered"
"0h 9min. 24sec.","5/6/2011 23:34","5/6/2011 23:43","10th & U St NW (31111)","Florida Ave & R St NW (31503)","W00776","Registered"
"2h 31min. 0sec.","5/7/2011 13:04","5/7/2011 15:35","4th & M St SW (31108)","McPherson Square - 14th & H St NW (31216)","W00123","Casual"
"0h 6min. 38sec.","4/10/2011 14:05","4/10/2011 14:12","Lamont & Mt Pleasant NW (31107)","Harvard St & Adams Mill Rd NW (31112)","W00675","Registered"
"0h 22min. 46sec.","6/14/2011 18:22","6/14/2011 18:45","5th & F St NW (31620)","Potomac & Pennsylvania Ave SE (31606)","W00951","Registered"
"0h 14min. 43sec.","6/2/2011 0:48","6/2/2011 1:03","Eckington Pl & Q St NE (31505)","4th & Adams St NE (31500)","W00859","Registered"
"0h 12min. 15sec.","5/25/2011 23:02","5/25/2011 23:14","Massachusetts Ave & Dupont Circle NW (31200)","Convention Center / 7th & M St NW (31223)","W00377","Registered"
"1h 24min. 7sec.","6/26/2011 14:19","6/26/2011 15:43","USDA / 12th & Independence Ave SW (31217)","USDA / 12th & Independence Ave SW (31217)","W00850","Casual"
"1h 9min. 34sec.","5/20/2011 8:42","5/20/2011 9:52","17th & K St NW [formerly 17th & L St NW] (31213)","17th & K St NW [formerly 17th & L St NW] (31213)","W00196","Casual"
"0h 9min. 24sec.","4/1/2011 17:14","4/1/2011 17:23","McPherson Square - 14th & H St NW (31216)","15th & P St NW (31201)","W01083","Registered"
"0h 3min. 58sec.","6/1/2011 17:34","6/1/2011 17:38","17th & Corcoran St NW (31214)","16th & U St NW (31229)","W00897","Registered"
"0h 26min. 41sec.","5/25/2011 16:19","5/25/2011 16:46","Kennedy Center (31211)","1st & N ST SE (31209)","W00214","Registered"
"0h 10min. 50sec.","4/27/2011 22:37","4/27/2011 22:48","14th & R St NW (31202)","Eckington Pl & Q St NE (31505)","W01116","Registered"
"0h 15min. 39sec.","6/25/2011 21:59","6/25/2011 22:15","Metro Center / 12th & G St NW (31230)","17th & Corcoran St NW (31214)","W00373","Registered"
"0h 3min. 18sec.","5/13/2011 16:54","5/13/2011 16:57","North Capitol St & F St NW (31624)","Columbus Circle / Union Station (31623)","W00792","Registered"
"0h 14min. 56sec.","6/11/2011 12:11","6/11/2011 12:26","14th & Harvard St NW (31105)","18th & M St NW (31221)","W00695","Registered"
"0h 10min. 52sec.","4/27/2011 12:50","4/27/2011 13:01","North Capitol St & F St NW (31624)","Eastern Market / 7th & North Carolina Ave SE (31610)","W00465","Registered"
